"","ZIP","MedianIncome","PopulationPerHousingUnit","PopulationPerSqKm"
"481","30101",88809,2.79164061372709,526.212304336347
"482","30582",42632,1.80832735104092,38.7977987468911
"483","30665",31250,1.91428571428571,10.6238024963675
"484","30734",45811,2.32125307125307,19.0616508263514
"485","30328",83860,2.07590759075908,1090.6823962839
"486","30345",76635,2.32953613414745,1367.75568910955
"487","30411",32372,3.97829716193656,12.026392816803
"488","30516",37050,2.03232323232323,36.8707121351427
"489","30525",37134,1.49447626841244,13.5621726666222
"490","30541",39412,1.71366594360087,8.67186078162214
"491","30683",48125,2.11367275056036,64.4303189867013
"492","30547",47586,2.24562631210637,23.5435821553537
"493","30555",35990,1.70389805097451,66.3631805370003
"494","30746",33472,2.12189616252822,21.7437753153533
"495","30725",51627,2.29886194952994,120.49972878073
"496","30728",40121,2.315097730847,45.7392512507865
"497","30747",35427,2.35514874141876,32.5327964942038
"498","30752",44693,2.15892857142857,41.8740120704005
"499","30906",35071,2.52559756627553,260.910002521781
"500","30002",59931,1.93717277486911,1351.73022284711
"501","30011",62283,3.03940110323089,222.411912521535
"502","30033",78053,2.30965391621129,1372.98841913428
"503","30040",94377,2.82775215560457,458.377273654533
"504","30043",76493,3.11277033985582,1063.65308426598
"505","30079",48750,1.90810810810811,857.352578832568
"506","30104",58112,2.69272529858849,49.3982317399442
"507","30106",52294,2.46955929123126,675.940722886834
"508","30121",53658,2.57128712871287,152.919589309313
"509","30122",54360,2.59703897673482,411.164929672854
"510","30182",37217,2.12414965986395,27.0273173997528
"511","30184",63750,2.37159253945481,36.3476583793832
"512","30187",73399,2.474375,88.8715666154511
"513","30189",87366,2.66339643498687,689.240370481259
"514","30236",50906,2.6399277518062,567.347848573088
"515","30252",83727,3.01793049488166,193.233699579965
"516","30257",46691,2.27964323189927,37.2348731452379
"517","30258",49454,2.69646017699115,20.713453786845
"518","30285",39856,2.21875,14.2582625779009
"519","30312",52003,1.71188134030126,2557.27236532838
"520","30317",69063,2.09725190839695,1494.17642541559
"521","30559",41588,1.6000680735194,36.4883844187016
"522","30568",36736,1.35057471264368,21.8446976950434
"523","30572",33036,0.626278520849725,2.87630129702039
"524","30575",53250,3.15432098765432,51.1413108824819
"525","30576",45714,1.52777777777778,22.9885956560255
"526","30577",41177,2.10838222133837,49.4353197069616
"527","30625",56912,1.76276771004942,16.9725519193488
"528","30629",43088,2.45209735888141,24.1263460973788
"529","30646",50221,2.19945909398242,71.0577018390735
"530","30667",52083,2.0169133192389,4.69891409814059
"531","30677",78892,2.56533296026861,59.3117966068043
"532","30506",77060,2.47195508366224,138.209009670549
"533","30507",50081,3.34735670562048,162.844219228057
"534","30511",45143,2.88002873563218,51.5723601827517
"535","30171",66179,2.47642857142857,25.3286554219107
"536","30607",53769,2.72791878172589,115.329868683084
"537","30601",24783,2.25035629453682,382.471270178805
"538","30605",33857,2.31414694059848,428.878197722647
"539","30631",31853,1.66869300911854,3.27120761272527
"540","30075",116923,2.53942857142857,671.333823572938
"541","30116",54823,2.63191721132898,90.0290917682273
"542","30413",46250,1.88610240334378,5.60473416351011
"543","30415",56324,2.24771981028822,14.6267745492687
"544","30423",NA,2.37254901960784,58.8238545237855
"545","30426",40625,2.32047477744807,2.50378075937486
"546","30438",NA,0.939393939393939,38.3586877384348
"547","30446",38029,2.15318416523236,7.23182874850815
"548","30470",21875,2.02395209580838,4.44469744717391
"549","30473",41836,1.65650406504065,10.965599507163
"550","30341",60154,2.25766143106457,1231.36040917534
"551","30068",117475,2.54074478030539,853.188233926115
"552","30188",77454,2.54989101477355,548.468505900653
"553","30295",52287,2.52582704585026,37.7780837064379
"554","30062",99101,2.70487305487306,977.393554273673
"555","28338",45260,1.94616026711185,12.4741343473134
"556","28078",95874,2.61175806031111,355.5963672711
"557","28083",48103,2.43145468392993,480.674729523035
"558","28088",53949,2.23615635179153,398.741418835055
"559","28101",60294,2.32676056338028,335.345647563646
"560","28112",52745,2.71510458567981,77.9498383293105
"561","28133",53009,1.95970394736842,11.5078304919247
